Locus	Gene	Start	Length	Product	Allele Count	File
KP1_RS23605		4799835	1023	hydrolase	593	KP1_RS23605.fasta
KP1_RS23610		4800854	219	hypothetical protein	99	KP1_RS23610.fasta
KP1_RS23615		4801109	870	phosphoribulokinase	432	KP1_RS23615.fasta
KP1_RS23620		4802033	405	hypothetical protein	178	KP1_RS23620.fasta
KP1_RS23625		4802744	633	cAMP-activated global transcriptional regulator CRP	286	KP1_RS23625.fasta
KP1_RS23640		4806807	564	glutamine amidotransferase	399	KP1_RS23640.fasta
KP1_RS23645		4807403	603	cell filamentation protein Fic	436	KP1_RS23645.fasta
KP1_RS23655		4808269	570	peptidyl-prolyl cis-trans isomerase	312	KP1_RS23655.fasta
KP1_RS23660		4809115	1188	MFS transporter TsgA	662	KP1_RS23660.fasta
KP1_RS23665		4810299	1323	cytosine deaminase	840	KP1_RS23665.fasta
KP1_RS23675		4811860	2544	nitrite reductase large subunit	1388	KP1_RS23675.fasta
KP1_RS23680	nirD	4814400	327	nitrite reductase small subunit	208	KP1_RS23680.fasta
KP1_RS23685		4814880	1374	siroheme synthase	889	KP1_RS23685.fasta
KP1_RS23690		4816326	1005	tryptophan--tRNA ligase	534	KP1_RS23690.fasta
KP1_RS23700		4818077	678	ribulose-phosphate 3-epimerase	357	KP1_RS23700.fasta
KP1_RS23705		4818772	828	DNA adenine methylase	349	KP1_RS23705.fasta
KP1_RS23715		4821049	1095	3-dehydroquinate synthase	472	KP1_RS23715.fasta
KP1_RS23720		4822199	522	shikimate kinase	154	KP1_RS23720.fasta
KP1_RS23745		4826395	2565	carboxypeptidase/penicillin-binding protein 1A	1336	KP1_RS23745.fasta
KP1_RS23750		4829013	561	ADP compounds hydrolase NudE	244	KP1_RS23750.fasta
KP1_RS23755		4829894	2130	intracellular growth attenuator protein IgaA	1191	KP1_RS23755.fasta
KP1_RS23760		4832084	684	GMP/IMP nucleotidase	376	KP1_RS23760.fasta
KP1_RS23765		4832764	402	heat-shock protein Hsp15	227	KP1_RS23765.fasta
KP1_RS23770		4833190	879	molecular chaperone Hsp33	510	KP1_RS23770.fasta
KP1_RS23775		4834220	162	hypothetical protein	134	KP1_RS23775.fasta
KP1_RS23780		4834429	1623	phosphoenolpyruvate carboxykinase (ATP)	943	KP1_RS23780.fasta
KP1_RS23785		4836129	1356	two-component sensor histidine kinase	1071	KP1_RS23785.fasta
KP1_RS23790		4837481	720	DNA-binding response regulator	457	KP1_RS23790.fasta
KP1_RS23795		4838428	474	transcription elongation factor GreB	223	KP1_RS23795.fasta
KP1_RS23810		4842000	2319	ferrous iron transporter B	1414	KP1_RS23810.fasta
KP1_RS23815		4844328	240	ferrous iron transporter C	180	KP1_RS23815.fasta
KP1_RS23820		4844656	270	hypothetical protein	154	KP1_RS23820.fasta
KP1_RS23825		4845046	774	pimeloyl-[acyl-carrier protein] methyl ester esterase	611	KP1_RS23825.fasta
KP1_RS23830		4845858	675	DNA utilization protein GntX	505	KP1_RS23830.fasta
KP1_RS23835		4846591	576	Fe-S biogenesis protein NfuA	303	KP1_RS23835.fasta
KP1_RS23840		4847503	1317	idonate transporter	800	KP1_RS23840.fasta
KP1_RS23845		4848922	2094	4-alpha-glucanotransferase	1174	KP1_RS23845.fasta
KP1_RS23850		4851026	2391	maltodextrin phosphorylase	1208	KP1_RS23850.fasta
KP1_RS23855		4854041	2706	transcriptional regulator	1713	KP1_RS23855.fasta
KP1_RS23860		4856762	759	transcriptional regulator	424	KP1_RS23860.fasta
KP1_RS23865		4857570	831	rhomboid family intramembrane serine protease GlpG	497	KP1_RS23865.fasta
KP1_RS23870		4858451	330	thiosulfate sulfurtransferase	167	KP1_RS23870.fasta
KP1_RS23875		4858985	1509	glycerol-3-phosphate dehydrogenase	951	KP1_RS23875.fasta
KP1_RS23880		4860583	2448	glycogen phosphorylase	1294	KP1_RS23880.fasta
KP1_RS23885		4863048	1434	glycogen synthase	727	KP1_RS23885.fasta
KP1_RS23890		4864481	1296	glucose-1-phosphate adenylyltransferase	714	KP1_RS23890.fasta
KP1_RS23895		4865857	1977	glycogen debranching enzyme	1327	KP1_RS23895.fasta
KP1_RS23900		4867830	2187	glycogen-branching enzyme	1281	KP1_RS23900.fasta
KP1_RS23905		4870255	1107	aspartate-semialdehyde dehydrogenase	728	KP1_RS23905.fasta
KP1_RS23915		4871824	1341	gluconate transporter	842	KP1_RS23915.fasta
KP1_RS23920	gntK	4873164	531	gluconate kinase	207	KP1_RS23920.fasta
KP1_RS23925		4873875	996	transcriptional regulator	619	KP1_RS23925.fasta
KP1_RS23930		4874984	696	"quercetin 2,3-dioxygenase"	405	KP1_RS23930.fasta
KP1_RS23935		4875801	1038	oxidoreductase	844	KP1_RS23935.fasta
KP1_RS23950		4878562	1746	gamma-glutamyltransferase	1322	KP1_RS23950.fasta
KP1_RS23960		4880775	741	glycerophosphoryl diester phosphodiesterase	675	KP1_RS23960.fasta
KP1_RS23965	ugpC	4881512	1071	glycerol-3-phosphate ABC transporter ATP-binding protein	875	KP1_RS23965.fasta
KP1_RS23970		4882584	846	glycerol-3-phosphate transporter membrane protein	685	KP1_RS23970.fasta
KP1_RS23975		4883426	888	glycerol-3-phosphate transporter permease	740	KP1_RS23975.fasta
KP1_RS23980		4884420	1317	sn-glycerol-3-phosphate ABC transporter substrate-binding protein	857	KP1_RS23980.fasta
KP1_RS23995	livF	4886759	702	ABC transporter ATP-binding protein	553	KP1_RS23995.fasta
KP1_RS24000		4887474	768	ABC transporter ATP-binding protein	551	KP1_RS24000.fasta
KP1_RS24010		4889512	927	branched-chain amino acid ABC transporter permease LivH	658	KP1_RS24010.fasta
KP1_RS24015		4890500	1110	branched chain amino acid ABC transporter substrate-binding protein	778	KP1_RS24015.fasta
KP1_RS24020		4891641	144	hypothetical protein	117	KP1_RS24020.fasta
KP1_RS24030		4892033	384	hypothetical protein	386	KP1_RS24030.fasta
KP1_RS24035		4892685	1119	branched chain amino acid ABC transporter substrate-binding protein	821	KP1_RS24035.fasta
KP1_RS24040		4894046	1245	amino acid permease	931	KP1_RS24040.fasta
KP1_RS24045		4895438	1266	aspartate aminotransferase family protein	966	KP1_RS24045.fasta
KP1_RS24050		4896822	1524	decarboxylase	1160	KP1_RS24050.fasta
KP1_RS24055		4898398	855	RNA polymerase factor sigma-32	462	KP1_RS24055.fasta
KP1_RS24075	rsmD	4902947	597	16S rRNA (guanine(966)-N(2))-methyltransferase	317	KP1_RS24075.fasta
KP1_RS24085		4903822	360	hypothetical protein	280	KP1_RS24085.fasta
KP1_RS24090		4904323	627	lysoplasmalogenase	416	KP1_RS24090.fasta
KP1_RS24100		4907342	246	sulfurtransferase TusA	149	KP1_RS24100.fasta
KP1_RS24105		4907794	666	hypothetical protein	370	KP1_RS24105.fasta
KP1_RS24110		4908533	558	hypothetical protein	348	KP1_RS24110.fasta
KP1_RS24115		4909091	1221	MFS transporter	1001	KP1_RS24115.fasta
KP1_RS24120		4910445	1050	permease	740	KP1_RS24120.fasta
KP1_RS24125		4911491	381	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	291	KP1_RS24125.fasta
KP1_RS24130		4911871	339	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	184	KP1_RS24130.fasta
KP1_RS24135		4912206	1656	4-amino-4-deoxy-L-arabinose lipid A transferase	1128	KP1_RS24135.fasta
KP1_RS24140		4913861	903	4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase ArnD	643	KP1_RS24140.fasta
KP1_RS24145		4914760	1986	bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase	1244	KP1_RS24145.fasta
KP1_RS24150		4916742	984	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	604	KP1_RS24150.fasta
KP1_RS24155		4917727	1140	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	797	KP1_RS24155.fasta
KP1_RS24160		4919263	504	phenolic acid decarboxylase	290	KP1_RS24160.fasta
KP1_RS24170		4920866	1569	"nickel ABC transporter, nickel/metallophore periplasmic binding protein"	1179	KP1_RS24170.fasta
KP1_RS24175		4922434	945	nickel ABC transporter permease subunit NikB	779	KP1_RS24175.fasta
KP1_RS24210		4927996	1194	membrane protein	862	KP1_RS24210.fasta
KP1_RS24215		4929419	1497	anion permease	672	KP1_RS24215.fasta
KP1_RS24220		4930971	336	universal stress protein B	109	KP1_RS24220.fasta
KP1_RS24225		4931689	438	universal stress protein A	199	KP1_RS24225.fasta
KP1_RS24230	tppB	4932383	1473	MFS transporter	1008	KP1_RS24230.fasta
KP1_RS24235		4933983	753	16S rRNA (guanine(1516)-N(2))-methyltransferase	678	KP1_RS24235.fasta
KP1_RS24240		4934743	2043	oligopeptidase A	1290	KP1_RS24240.fasta
KP1_RS24245		4936968	1272	phosphoesterase PA-phosphatase	1087	KP1_RS24245.fasta
KP1_RS24250		4938433	843	hypothetical protein	589	KP1_RS24250.fasta
KP1_RS24255		4939348	1353	glutathione-disulfide reductase	896	KP1_RS24255.fasta
KP1_RS24260		4940754	624	glutathione S-transferase	449	KP1_RS24260.fasta
KP1_RS24275		4944611	534	N-acetyltransferase GCN5	549	KP1_RS24275.fasta
KP1_RS24280		4945179	759	short-chain dehydrogenase	759	KP1_RS24280.fasta
KP1_RS24285		4946057	900	LysR family transcriptional regulator	650	KP1_RS24285.fasta
KP1_RS24290		4947063	1032	inner membrane protein YhjD	725	KP1_RS24290.fasta
KP1_RS24295		4948366	1323	MFS transporter	785	KP1_RS24295.fasta
KP1_RS24310		4951972	930	ketodeoxygluconokinase	609	KP1_RS24310.fasta
KP1_RS24325		4956121	2007	phosphodiesterase	1320	KP1_RS24325.fasta
KP1_RS24330		4958164	117	hypothetical protein	56	KP1_RS24330.fasta
KP1_RS24335		4958370	3480	cellulose biosynthesis protein BcsC	1946	KP1_RS24335.fasta
KP1_RS24425		4985495	984	dipeptide ABC transporter ATP-binding protein	637	KP1_RS24425.fasta
KP1_RS24430		4986489	903	dipeptide ABC transporter permease DppC	665	KP1_RS24430.fasta
KP1_RS24435		4987401	1020	dipeptide ABC transporter permease DppB	688	KP1_RS24435.fasta
KP1_RS24440		4988555	1608	ABC transporter substrate-binding protein	881	KP1_RS24440.fasta
KP1_RS24445		4990263	303	hypothetical protein	171	KP1_RS24445.fasta
KP1_RS24470		4994109	1674	phosphoethanolamine transferase	835	KP1_RS24470.fasta
KP1_RS24475		4996025	1206	MFS transporter	682	KP1_RS24475.fasta
KP1_RS24485		4998259	582	DNA-3-methyladenine glycosylase I	393	KP1_RS24485.fasta
KP1_RS24495		4999227	2331	biotin sulfoxide reductase	1446	KP1_RS24495.fasta
KP1_RS24500		5001725	663	OmpA family lipoprotein	512	KP1_RS24500.fasta
KP1_RS24510		5002491	1017	LacI family transcriptional regulator	600	KP1_RS24510.fasta
KP1_RS24515		5003619	750	hypothetical protein	529	KP1_RS24515.fasta
KP1_RS24520		5004372	936	2-dehydro-3-deoxygluconokinase	605	KP1_RS24520.fasta
KP1_RS24525		5005412	1281	MFS transporter	726	KP1_RS24525.fasta
KP1_RS24530		5006717	972	bifunctional glyoxylate/hydroxypyruvate reductase B	608	KP1_RS24530.fasta
KP1_RS24535		5007797	711	hypothetical protein	310	KP1_RS24535.fasta
KP1_RS24545		5010549	291	transcriptional regulator	187	KP1_RS24545.fasta
KP1_RS24550		5011092	213	cold-shock protein	105	KP1_RS24550.fasta
KP1_RS24560		5013322	153	protein pndA	178	KP1_RS24560.fasta
KP1_RS24565		5013801	2070	glycine--tRNA ligase subunit beta	1160	KP1_RS24565.fasta
KP1_RS24570		5015880	912	glycine--tRNA ligase subunit alpha	542	KP1_RS24570.fasta
KP1_RS24575		5016919	279	membrane protein	167	KP1_RS24575.fasta
KP1_RS24580		5017398	996	O-acetyltransferase	666	KP1_RS24580.fasta
KP1_RS24600		5020985	1323	xylose isomerase	787	KP1_RS24600.fasta
KP1_RS24610		5023873	1542	xylose ABC transporter ATP-binding protein	1006	KP1_RS24610.fasta
KP1_RS24620		5026806	1179	XylR family transcriptional regulator	881	KP1_RS24620.fasta
KP1_RS24625		5028023	819	hypothetical protein	414	KP1_RS24625.fasta
KP1_RS24630		5029156	2034	alpha-amylase	1291	KP1_RS24630.fasta
KP1_RS24635		5031360	1257	valine--pyruvate transaminase	722	KP1_RS24635.fasta
KP1_RS24640		5032659	486	electron transporter	407	KP1_RS24640.fasta
KP1_RS24645		5033389	1842	selenocysteine-specific translation factor	1437	KP1_RS24645.fasta
KP1_RS24655		5036721	609	glutathione S-transferase	593	KP1_RS24655.fasta
KP1_RS24660		5038297	1908	PTS mannitol transporter subunit IICBA	1123	KP1_RS24660.fasta
KP1_RS24665		5040305	1149	mannitol-1-phosphate 5-dehydrogenase	759	KP1_RS24665.fasta
KP1_RS24670	mtlR	5041450	600	mannitol operon repressor	270	KP1_RS24670.fasta
KP1_RS24685		5043183	1656	L-lactate permease	1025	KP1_RS24685.fasta
KP1_RS24690		5044835	774	transcriptional regulator LldR	431	KP1_RS24690.fasta
KP1_RS24695	lldD	5045608	1185	alpha-hydroxy-acid oxidizing enzyme	843	KP1_RS24695.fasta
KP1_RS24700		5046885	474	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL	374	KP1_RS24700.fasta
KP1_RS24705		5047440	822	serine O-acetyltransferase	589	KP1_RS24705.fasta
KP1_RS24710		5048335	1020	glycerol-3-phosphate dehydrogenase (NAD(P)(+))	614	KP1_RS24710.fasta
KP1_RS24715		5049354	468	protein-export protein SecB	223	KP1_RS24715.fasta
KP1_RS24720		5049882	252	glutaredoxin 3	119	KP1_RS24720.fasta
KP1_RS24725		5050238	432	rhodanese-like domain-containing protein	191	KP1_RS24725.fasta
KP1_RS24730		5050915	1545	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	929	KP1_RS24730.fasta
KP1_RS24735		5052469	1272	murein hydrolase activator EnvC	644	KP1_RS24735.fasta
KP1_RS24740		5053744	948	hypothetical protein	647	KP1_RS24740.fasta
KP1_RS24745		5054697	789	family 2 glycosyl transferase	590	KP1_RS24745.fasta
KP1_RS24750		5055654	1026	L-threonine 3-dehydrogenase	691	KP1_RS24750.fasta
KP1_RS24755		5056692	1194	glycine C-acetyltransferase	703	KP1_RS24755.fasta
KP1_RS24760		5058099	933	ADP-L-glycero-D-mannoheptose-6-epimerase	504	KP1_RS24760.fasta
KP1_RS24765		5059041	1059	ADP-heptose--LPS heptosyltransferase	773	KP1_RS24765.fasta
KP1_RS24795		5065345	1077	putative lipopolysaccharide heptosyltransferase III	707	KP1_RS24795.fasta
KP1_RS24805		5067548	1095	glycosyl transferase	823	KP1_RS24805.fasta
KP1_RS24810		5068672	990	glycosyltransferase	616	KP1_RS24810.fasta
KP1_RS24815		5069753	1275	3-deoxy-D-manno-octulosonic acid transferase	707	KP1_RS24815.fasta
KP1_RS24820		5071027	777	LPS biosynthesis protein	405	KP1_RS24820.fasta
KP1_RS24825		5071800	480	phosphopantetheine adenylyltransferase	252	KP1_RS24825.fasta
KP1_RS24830		5072468	810	DNA-formamidopyrimidine glycosylase	607	KP1_RS24830.fasta
KP1_RS24835		5073413	168	50S ribosomal protein L33	72	KP1_RS24835.fasta
KP1_RS24840		5073601	237	50S ribosomal protein L28	74	KP1_RS24840.fasta
KP1_RS24845		5074054	666	DNA repair protein RadC	490	KP1_RS24845.fasta
KP1_RS24860		5076667	597	nucleoid occlusion factor SlmA	262	KP1_RS24860.fasta
KP1_RS24870		5078491	642	orotate phosphoribosyltransferase	369	KP1_RS24870.fasta
KP1_RS24875		5079243	717	ribonuclease PH	287	KP1_RS24875.fasta
KP1_RS24905		5085348	864	hypothetical protein	479	KP1_RS24905.fasta
KP1_RS24925		5088257	1251	chloride channel protein	993	KP1_RS24925.fasta
KP1_RS24930		5089783	618	membrane protein	374	KP1_RS24930.fasta
KP1_RS24940		5092341	624	guanylate kinase	238	KP1_RS24940.fasta
KP1_RS24945		5093019	276	DNA-directed RNA polymerase subunit omega	124	KP1_RS24945.fasta
KP1_RS24950		5093313	2121	"bifunctional GTP diphosphokinase/guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"	1266	KP1_RS24950.fasta
KP1_RS24955		5095438	690	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	440	KP1_RS24955.fasta
KP1_RS24960		5096133	2082	ATP-dependent DNA helicase RecG	1322	KP1_RS24960.fasta
KP1_RS24965		5098263	1011	"fructose-1,6-bisphosphatase, class II"	660	KP1_RS24965.fasta
KP1_RS24970		5099424	747	ferredoxin--NADP(+) reductase	522	KP1_RS24970.fasta
KP1_RS24975		5100171	429	DUF805 domain-containing protein	312	KP1_RS24975.fasta
KP1_RS24980		5100712	603	hypothetical protein	394	KP1_RS24980.fasta
KP1_RS24985		5101424	768	triose-phosphate isomerase	478	KP1_RS24985.fasta
KP1_RS24995		5103653	765	CDP-diacylglycerol pyrophosphatase	601	KP1_RS24995.fasta
KP1_RS25000		5104586	990	sulfate transporter subunit	723	KP1_RS25000.fasta
KP1_RS25005		5105727	240	septal ring assembly protein ZapB	146	KP1_RS25005.fasta
KP1_RS25010		5106415	852	aquaporin	355	KP1_RS25010.fasta
KP1_RS25015		5107288	1512	glycerol kinase	876	KP1_RS25015.fasta
KP1_RS25020		5108914	1203	sodium/glutamate symporter	740	KP1_RS25020.fasta
KP1_RS25025		5110194	114	hypothetical protein	145	KP1_RS25025.fasta
KP1_RS25040		5113894	1560	PTS glucose transporter subunit IIBC	1097	KP1_RS25040.fasta
KP1_RS25090		5125297	468	hypothetical protein	454	KP1_RS25090.fasta
KP1_RS25110		5128299	1050	zinc-binding dehydrogenase	993	KP1_RS25110.fasta
KP1_RS25115		5129345	954	AraC family transcriptional regulator	771	KP1_RS25115.fasta
KP1_RS25120		5130320	780	hypothetical protein	832	KP1_RS25120.fasta
KP1_RS25130		5131815	855	membrane protein	625	KP1_RS25130.fasta
KP1_RS25135		5132694	810	lipoprotein NlpA	667	KP1_RS25135.fasta
KP1_RS25145		5134654	537	alkylhydroperoxidase	491	KP1_RS25145.fasta
KP1_RS25150		5135211	471	hypothetical protein	441	KP1_RS25150.fasta
KP1_RS25155		5135684	627	phosphatase	556	KP1_RS25155.fasta
KP1_RS25160		5136406	915	LysR family transcriptional regulator	960	KP1_RS25160.fasta
KP1_RS25170		5138891	648	TetR family transcriptional regulator	665	KP1_RS25170.fasta
KP1_RS25175		5139917	417	blasticidin S-acetyltransferase	468	KP1_RS25175.fasta
KP1_RS25185		5140384	123	hypothetical protein	122	KP1_RS25185.fasta
KP1_RS25195		5140713	1125	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	967	KP1_RS25195.fasta
KP1_RS25205		5144948	1365	multidrug transporter	1108	KP1_RS25205.fasta
KP1_RS25215		5147684	903	N-acetylmuramic acid 6-phosphate etherase	737	KP1_RS25215.fasta
KP1_RS25225		5150196	903	membrane protein	669	KP1_RS25225.fasta
KP1_RS25230		5151205	291	hypothetical protein	188	KP1_RS25230.fasta
KP1_RS25275		5160344	315	PTS sugar transporter subunit IIB	188	KP1_RS25275.fasta
KP1_RS25280		5160670	1323	PTS cellobiose transporter subunit IIC	843	KP1_RS25280.fasta
KP1_RS25285		5162090	303	molecular chaperone TorD	225	KP1_RS25285.fasta
KP1_RS25345		5173187	453	hypothetical protein	435	KP1_RS25345.fasta
KP1_RS25350		5173776	1392	hexose phosphate transporter	1020	KP1_RS25350.fasta
KP1_RS25355		5175313	1329	regulatory protein UhpC	1053	KP1_RS25355.fasta
KP1_RS25365		5178152	594	DNA-binding response regulator	516	KP1_RS25365.fasta
KP1_RS25370		5178896	288	acetolactate synthase isozyme 1 small subunit	236	KP1_RS25370.fasta
KP1_RS25380		5181738	90	type I toxin-antitoxin system toxin TisB	35	KP1_RS25380.fasta
KP1_RS25385		5181918	447	N-acetyltransferase GCN5	324	KP1_RS25385.fasta
KP1_RS25390		5182433	834	membrane protein	716	KP1_RS25390.fasta
KP1_RS25395	emrD	5183442	1185	MFS transporter	947	KP1_RS25395.fasta
KP1_RS25400		5184786	924	DNA-binding transcriptional regulator DsdC	852	KP1_RS25400.fasta
KP1_RS25410		5185935	1338	D-serine transporter DsdX	1052	KP1_RS25410.fasta
KP1_RS25415		5187289	1329	D-serine dehydratase	1022	KP1_RS25415.fasta
KP1_RS25425		5189118	363	membrane protein	317	KP1_RS25425.fasta
KP1_RS25435		5189919	1323	6-phospho-alpha-glucosidase	909	KP1_RS25435.fasta
KP1_RS25440		5191238	1623	PTS alpha-glucoside EIICB component	1124	KP1_RS25440.fasta
KP1_RS25450		5193873	1662	transporter	1166	KP1_RS25450.fasta
KP1_RS25460		5196597	429	heat-shock protein IbpB	261	KP1_RS25460.fasta
KP1_RS25465		5197142	414	heat-shock protein IbpA	194	KP1_RS25465.fasta
KP1_RS25470		5197870	333	hypothetical protein	144	KP1_RS25470.fasta
KP1_RS25510		5205667	1062	hypothetical protein	868	KP1_RS25510.fasta
KP1_RS25515		5206899	813	sugar-phosphatase	493	KP1_RS25515.fasta
KP1_RS25520		5207913	2415	DNA gyrase subunit B	1231	KP1_RS25520.fasta
KP1_RS25525		5210356	1074	DNA replication/repair protein RecF	747	KP1_RS25525.fasta
KP1_RS25530		5211637	1101	DNA polymerase III subunit beta	661	KP1_RS25530.fasta
KP1_RS25540		5214767	141	50S ribosomal protein L34	27	KP1_RS25540.fasta
KP1_RS25545		5214959	198	hypothetical protein	76	KP1_RS25545.fasta
KP1_RS25550		5215246	258	membrane protein insertion efficiency factor YidD	112	KP1_RS25550.fasta
KP1_RS25555		5215506	1647	protein translocase component YidC	777	KP1_RS25555.fasta
KP1_RS25560		5217275	1365	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	941	KP1_RS25560.fasta
KP1_RS25565		5218759	420	N-acetyltransferase GCN5	353	KP1_RS25565.fasta
KP1_RS25570		5219278	1179	multidrug transporter subunit MdtL	838	KP1_RS25570.fasta
KP1_RS25585		5222312	567	hypothetical protein	373	KP1_RS25585.fasta
KP1_RS25590		5222924	1338	adenine permease	782	KP1_RS25590.fasta
KP1_RS25600		5224431	666	6-phosphogluconate phosphatase	442	KP1_RS25600.fasta
KP1_RS25610		5225946	1167	hypothetical protein	856	KP1_RS25610.fasta
KP1_RS25625		5229263	726	phosphate transport system regulator PhoU	429	KP1_RS25625.fasta
KP1_RS25630		5230039	774	phosphate ABC transporter ATP-binding protein	422	KP1_RS25630.fasta
