Locus	Gene	Start	Length	Product	Allele Count	Alleles
b3958	argC	4155001	1005	N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding	1236	b3958.fasta
b3959	argB	4156013	777	acetylglutamate kinase	1078	b3959.fasta
b3960	argH	4156850	1374	argininosuccinate lyase	1431	b3960.fasta
b3961	oxyR	4158490	918	oxidative and nitrosative stress transcriptional regulator	1168	b3961.fasta
b3962	sthA	4159390	1401	pyridine nucleotide transhydrogenase, soluble	1417	b3962.fasta
b3963	fabR	4161124	648	transcriptional repressor of fabA and fabB	479	b3963.fasta
b3964	yijD	4161771	360	DUF1422 family inner membrane protein	475	b3964.fasta
b3965	trmA	4162170	1101	tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase	1283	b3965.fasta
b3967	murI	4165428	858	glutamate racemase	866	b3967.fasta
b3972	murB	4172057	1029	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	1147	b3972.fasta
b3973	birA	4173082	966	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding	1093	b3973.fasta
b3974	coaA	4174076	951	pantothenate kinase	1027	b3974.fasta
b3981	secE	4177358	384	preprotein translocase membrane subunit	393	b3981.fasta
b3982	nusG	4177743	546	transcription termination factor	602	b3982.fasta
b3983	rplK	4178447	429	50S ribosomal subunit protein L11	439	b3983.fasta
b3984	rplA	4178879	705	50S ribosomal subunit protein L1	764	b3984.fasta
b3985	rplJ	4179996	498	50S ribosomal subunit protein L10	356	b3985.fasta
b3986	rplL	4180560	366	50S ribosomal subunit protein L7/L12	376	b3986.fasta
b3987	rpoB	4181245	4029	RNA polymerase, beta subunit	3406	b3987.fasta
b3988	rpoC	4185350	4224	RNA polymerase, beta prime subunit	3078	b3988.fasta
b3990	thiH	4190735	1134	tyrosine lyase, involved in thiamine-thiazole moiety synthesis	1477	b3990.fasta
b3991	thiG	4191865	771	thiamine biosynthesis ThiGH complex subunit	1081	b3991.fasta
b4407	thiS	4192637	201	immediate sulfur donor in thiazole formation	339	b4407.fasta
b3992	thiF	4192821	756	adenylyltransferase, modifies ThiS C-terminus	1089	b3992.fasta
b3993	thiE	4193569	636	thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)	1013	b3993.fasta
b3994	thiC	4194204	1896	phosphomethylpyrimidine synthase	2285	b3994.fasta
b3995	rsd	4196332	477	stationary phase protein, binds sigma 70 RNA polymerase subunit	486	b3995.fasta
b3996	nudC	4196903	774	NADH pyrophosphatase	995	b3996.fasta
b3997	hemE	4197716	1065	uroporphyrinogen decarboxylase	1442	b3997.fasta
b3998	nfi	4198790	672	endonuclease V; deoxyinosine 3' endonuclease	1046	b3998.fasta
b3999	yjaG	4199504	591	DUF416 domain protein	813	b3999.fasta
b4000	hupA	4200281	273	HU, DNA-binding transcriptional regulator, alpha subunit	111	b4000.fasta
b4001	yjaH	4200566	696	DUF1481 family putative lipoprotein	969	b4001.fasta
b4002	zraP	4201263	426	Zn-dependent periplasmic chaperone	607	b4002.fasta
b4003	zraS	4201926	1398	sensory histidine kinase in two-component regulatory system with ZraR	235	b4003.fasta
b4004	zraR	4203320	1326	fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein	1677	b4004.fasta
b4005	purD	4204642	1290	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	1587	b4005.fasta
b4006	purH	4205943	1590	IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase	2016	b4006.fasta
b4012	yjaB	4213680	444	GNAT-family putative N-acetyltransferase; acetyl coenzyme A-binding protein	806	b4012.fasta
b4013	metA	4214280	930	homoserine O-transsuccinylase	1169	b4013.fasta
b4015	aceA	4217109	1305	isocitrate lyase	1634	b4015.fasta
b4018	iclR	4222804	825	transcriptional repressor	974	b4018.fasta
b4019	metH	4223828	3684	homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent	3463	b4019.fasta
b4020	yjbB	4227731	1632	putative Na+/Pi-cotransporter	1788	b4020.fasta
b4021	pepE	4229453	690	peptidase E, alpha-aspartyl dipeptidase	1018	b4021.fasta
b4022	rluF	4230354	873	23S rRNA pseudouridine(2604) synthase	1345	b4022.fasta
b4024	lysC	4231884	1350	lysine-sensitive aspartokinase 3	1599	b4024.fasta
b4025	pgi	4233758	1650	glucosephosphate isomerase	1844	b4025.fasta
b4026	yjbE	4235906	243	extracellular polysaccharide production threonine-rich protein	432	b4026.fasta
b4027	yjbF	4236262	639	extracellular polysaccharide production lipoprotein	1020	b4027.fasta
b4620	yjbT	4239777	279	putative periplasmic protein	350	b4620.fasta
b4030	psiE	4240325	411	phosphate starvation inducible protein	595	b4030.fasta
b4032	malG	4242626	891	maltose transporter subunit	1188	b4032.fasta
b4033	malF	4243531	1545	maltose transporter subunit	1786	b4033.fasta
b4034	malE	4245229	1191	maltose transporter subunit	1313	b4034.fasta
b4035	malK	4246784	1116	maltose ABC transportor ATPase	1383	b4035.fasta
b4036	lamB	4247971	1341	maltose outer membrane porin (maltoporin)	1178	b4036.fasta
b4037	malM	4249554	921	maltose regulon periplasmic protein	1212	b4037.fasta
b4039	ubiC	4252506	498	chorismate--pyruvate lyase	647	b4039.fasta
b4040	ubiA	4253016	873	p-hydroxybenzoate octaprenyltransferase	836	b4040.fasta
b4041	plsB	4254043	2424	glycerol-3-phosphate O-acyltransferase	2204	b4041.fasta
b4042	dgkA	4256637	369	diacylglycerol kinase	506	b4042.fasta
b4043	lexA	4257115	609	transcriptional repressor of SOS regulon	762	b4043.fasta
b4044	dinF	4257742	1380	oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein	1616	b4044.fasta
b4045	yjbJ	4259237	210	stress-induced protein, UPF0337 family	259	b4045.fasta
b4046	zur	4259488	516	transcriptional repressor, Zn(II)-binding	686	b4046.fasta
b4050	pspG	4262840	243	phage shock protein G	421	b4050.fasta
b4051	qorA	4263248	984	quinone oxidoreductase, NADPH-dependent	1499	b4051.fasta
b4052	dnaB	4264314	1416	replicative DNA helicase	1370	b4052.fasta
b4053	alr	4265782	1080	alanine racemase, biosynthetic, PLP-binding	1346	b4053.fasta
b4054	tyrB	4267114	1194	tyrosine aminotransferase, tyrosine-repressible, PLP-dependent	1746	b4054.fasta
b4055	aphA	4269414	714	acid phosphatase/phosphotransferase, class B, non-specific	1124	b4055.fasta
b4056	yjbQ	4270238	417	thiamine phosphate synthase	604	b4056.fasta
b4057	yjbR	4270658	357	DUF419 family protein	493	b4057.fasta
b4058	uvrA	4271049	2823	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	2699	b4058.fasta
ECs4266		4272795	759	DNA-binding transcriptional repressor GlpR	1122	ECs4266.fasta
b4059	ssb	4274125	537	single-stranded DNA-binding protein	716	b4059.fasta
b4060	yjcB	4274760	282	putative inner membrane protein	409	b4060.fasta
b4062	soxS	4277060	324	superoxide response regulon transcriptional activator; autoregulator	405	b4062.fasta
b4065	yjcE	4279980	1650	putative cation/proton antiporter	1728	b4065.fasta
b4067	actP	4283253	1650	acetate transporter	1878	b4067.fasta
b4068	yjcH	4284899	315	DUF485 family inner membrane protein	390	b4068.fasta
b4069	acs	4285413	1959	acetyl-CoA synthetase	2327	b4069.fasta
b4070	nrfA	4287764	1437	nitrite reductase, formate-dependent, cytochrome	1546	b4070.fasta
b4071	nrfB	4289245	567	nitrite reductase, formate-dependent, penta-heme cytochrome c	683	b4071.fasta
b4072	nrfC	4289808	672	formate-dependent nitrite reductase, 4Fe4S subunit	860	b4072.fasta
b4073	nrfD	4290476	957	formate-dependent nitrite reductase, membrane subunit	1268	b4073.fasta
b4074	nrfE	4291512	1659	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE	2024	b4074.fasta
b4075	nrfF	4293163	384	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF	527	b4075.fasta
b4076	nrfG	4293543	597	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG	863	b4076.fasta
b4077	gltP	4294481	1314	glutamate/aspartate:proton symporter	1457	b4077.fasta
b4078	yjcO	4296436	690	Sel1 family TPR-like repeat protein	813	b4078.fasta
b4080	mdtP	4299564	1467	outer membrane factor of efflux pump	1826	b4080.fasta
b4081	mdtO	4301027	2052	membrane translocase (MDR) of MdtNOP efflux pump, PET family	2569	b4081.fasta
b4082	mdtN	4303078	1032	membrane fusion protein of efflux pump	1429	b4082.fasta
b4107	yjdN	4325298	444	metalloprotein superfamily protein	744	b4107.fasta
b4108	yjdM	4326399	336	zinc-ribbon family protein	514	b4108.fasta
b4111	proP	4330502	1503	proline/glycine betaine transporter	1516	b4111.fasta
b4703	pmrR	4332116	90	putative membrane-bound BasS regulator	87	b4703.fasta
b4112	basS	4332181	1092	sensory histidine kinase in two-component regulatory system with BasR	1709	b4112.fasta
b4113	basR	4333282	669	response regulator in two-component regulatory system with BasS	910	b4113.fasta
b4114	eptA	4333947	1644	lipid A phosphoethanolamine transferase	1688	b4114.fasta
b4115	adiC	4335694	1338	arginine:agmatine antiporter	1447	b4115.fasta
b4116	adiY	4337168	762	adi system transcriptional activator	1049	b4116.fasta
b4117	adiA	4338254	2268	arginine decarboxylase	2346	b4117.fasta
b4123	dcuB	4347404	1341	C4-dicarboxylate transporter, anaerobic; DcuS co-sensor	1382	b4123.fasta
b4124	dcuR	4349315	720	response regulator in two-component regulatory system with DcuS	785	b4124.fasta
b4125	dcuS	4350031	1632	sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration	1715	b4125.fasta
b4135	yjdC	4362733	576	putative transcriptional regulator	805	b4135.fasta
b4136	dsbD	4363345	1698	thiol:disulfide interchange protein and activator of DsbC	1883	b4136.fasta
b4137	cutA	4365018	339	divalent-cation tolerance protein, copper sensitivity	356	b4137.fasta
b4138	dcuA	4365472	1302	C4-dicarboxylate antiporter	1279	b4138.fasta
b4139	aspA	4366891	1437	aspartate ammonia-lyase	1399	b4139.fasta
b4140	fxsA	4368664	477	suppressor of F exclusion of phage T7	745	b4140.fasta
b4141	yjeH	4369156	1257	putative transporter	1467	b4141.fasta
b4142	groS	4370688	294	Cpn10 chaperonin GroES, small subunit of GroESL	267	b4142.fasta
b4143	groL	4371025	1647	Cpn60 chaperonin GroEL, large subunit of GroESL	1881	b4143.fasta
b4144	yjeI	4372809	354	DUF4156 family lipoprotein	499	b4144.fasta
b4146	epmB	4374629	1029	EF-P-Lys34 lysylation protein; weak lysine 2,3-aminomutase	1386	b4146.fasta
b4147	efp	4375699	567	polyproline-specific translation elongation factor EF-P	677	b4147.fasta
b4410	ecnA	4376317	126	entericidin A membrane lipoprotein, antidote entericidin B	188	b4410.fasta
b4411	ecnB	4376553	147	entericidin B membrane lipoprotein	177	b4411.fasta
b4148	sugE	4376875	318	multidrug efflux system protein	587	b4148.fasta
b4149	blc	4377189	534	outer membrane lipoprotein cell division and growth lipocalin	782	b4149.fasta
b4150	ampC	4377811	1134	penicillin-binding protein; beta-lactamase, intrinsically weak	1495	b4150.fasta
b4151	frdD	4379007	360	fumarate reductase (anaerobic), membrane anchor subunit	619	b4151.fasta
b4152	frdC	4379377	396	fumarate reductase (anaerobic), membrane anchor subunit	597	b4152.fasta
b4153	frdB	4379783	735	fumarate reductase (anaerobic), Fe-S subunit	946	b4153.fasta
b4154	frdA	4380510	1809	anaerobic fumarate reductase catalytic and NAD/flavoprotein subunit	1578	b4154.fasta
b4155	epmA	4382643	978	Elongation Factor P Lys34 lysyltransferase	1056	b4155.fasta
b4159	mscM	4386047	3324	mechanosensitive channel protein, miniconductance	2898	b4159.fasta
b4160	psd	4389392	969	phosphatidylserine decarboxylase	1337	b4160.fasta
b4161	rsgA	4390457	1053	ribosome small subunit-dependent GTPase A	1274	b4161.fasta
b4162	orn	4391604	546	oligoribonuclease	779	b4162.fasta
b4670	yjeV	4392892	54	uncharacterized protein	85	b4670.fasta
b4166	queG	4392928	1140	epoxyqueuosine reductase, cobalamine-stimulated; queosine biosynthesis	1550	b4166.fasta
b4167	nnr	4394066	1548	bifunctional NAD(P)H-hydrate repair enzyme; C-terminal domain ADP-dependent (S)-NAD(P)H-hydrate dehydratase and N-terminal domain NAD(P)H-hydrate epimerase	2062	b4167.fasta
b4168	tsaE	4395585	462	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; ADP binding protein	589	b4168.fasta
b4169	amiB	4396065	1338	N-acetylmuramoyl-l-alanine amidase II	1501	b4169.fasta
b4170	mutL	4397412	1848	methyl-directed mismatch repair protein	2163	b4170.fasta
b4171	miaA	4399252	951	delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase	1006	b4171.fasta
b4172	hfq	4400288	309	global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication	279	b4172.fasta
b4173	hflX	4400672	1281	GTPase, stimulated by 50S subunit binding; Mn(2+) homeostasis regulator	1361	b4173.fasta
b4174	hflK	4402038	1260	modulator for HflB protease specific for phage lambda cII repressor	1259	b4174.fasta
b4175	hflC	4403300	1005	HflB protease modulator specific for phage lambda cII repressor	978	b4175.fasta
b4176	yjeT	4404386	198	DUF2065 family protein	293	b4176.fasta
b4177	purA	4404687	1299	adenylosuccinate synthetase	1535	b4177.fasta
b4178	nsrR	4406190	426	nitric oxide-sensitive repressor for NO regulon	452	b4178.fasta
b4179	rnr	4406654	2442	exoribonuclease R, RNase R	2510	b4179.fasta
b4180	rlmB	4409275	732	23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent	1046	b4180.fasta
b4186	yjfC	4413028	1164	ATP-Grasp family ATPase	1623	b4186.fasta
b4187	aidB	4414275	1626	DNA alkylation damage repair protein; flavin-containing DNA binding protein, weak isovaleryl CoA dehydrogenase	2136	b4187.fasta
b4188	yjfN	4416017	276	DUF1471 family periplasmic protein	271	b4188.fasta
b4189	bsmA	4416441	330	bioflm peroxide resistance protein	452	b4189.fasta
b4190	yjfP	4416952	750	acyl CoA esterase	1030	b4190.fasta
b4191	ulaR	4417698	756	transcriptional repressor for the L-ascorbate utilization divergent operon	965	b4191.fasta
b4192	ulaG	4418561	1065	L-ascorbate 6-phosphate lactonase	1455	b4192.fasta
b4193	ulaA	4419980	1398	L-ascorbate-specific enzyme IIC permease component of PTS	2007	b4193.fasta
b4194	ulaB	4421393	306	L-ascorbate-specific enzyme IIB component of PTS	552	b4194.fasta
b4195	ulaC	4421708	465	L-ascorbate-specific enzyme IIA component of PTS	880	b4195.fasta
b4196	ulaD	4422186	651	3-keto-L-gulonate 6-phosphate decarboxylase	1058	b4196.fasta
b4197	ulaE	4422846	855	L-xylulose 5-phosphate 3-epimerase	1244	b4197.fasta
b4198	ulaF	4423700	687	L-ribulose 5-phosphate 4-epimerase	1212	b4198.fasta
b4199	yjfY	4424516	276	YhcN family protein, periplasmic	480	b4199.fasta
b4200	rpsF	4425118	396	30S ribosomal subunit protein S6	320	b4200.fasta
b4201	priB	4425520	315	primosomal protein N	416	b4201.fasta
b4202	rpsR	4425839	228	30S ribosomal subunit protein S18	122	b4202.fasta
b4203	rplI	4426108	450	50S ribosomal subunit protein L9	474	b4203.fasta
b4206	ytfB	4428079	639	OapA family protein	870	b4206.fasta
b4207	fklB	4428935	621	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	1038	b4207.fasta
b4209	ytfE	4431321	663	iron-sulfur cluster repair protein RIC	1226	b4209.fasta
b4210	ytfF	4432091	966	DMT transporter family inner membrane protein	1228	b4210.fasta
b4211	qorB	4433164	861	NAD(P)H:quinone oxidoreductase	1242	b4211.fasta
b4212	ytfH	4434113	381	DUF24 family HxlR-type putative transcriptional regulator	588	b4212.fasta
b4214	cysQ	4436755	741	3'(2'),5'-bisphosphate nucleotidase	1211	b4214.fasta
b4217	ytfK	4439587	207	DUF1107 family protein	205	b4217.fasta
b4218	ytfL	4439872	1344	UPF0053 family inner membrane protein	1155	b4218.fasta
b4219	msrA	4441538	639	methionine sulfoxide reductase A	929	b4219.fasta
b4220	tamA	4442382	1734	translocation and assembly module for autotransporter export, outer membrane subunit	1964	b4220.fasta
b4221	tamB	4444112	3780	translocation and assembly module for autotransporter export, inner membrane subunit	4173	b4221.fasta
b4222	ytfP	4447894	342	GGCT-like protein	302	b4222.fasta
b4226	ppa	4449122	531	inorganic pyrophosphatase	637	b4226.fasta
b4227	ytfQ	4449962	957	galactofuranose ABC transporter periplasmic binding protein	1434	b4227.fasta
b4485	ytfR	4451058	1503	putative sugar ABC transporter ATPase	2252	b4485.fasta
b4230	ytfT	4452571	1026	putative sugar ABC transporter permease	1689	b4230.fasta
b4232	fbp	4454611	999	fructose-1,6-bisphosphatase I	1164	b4232.fasta
b4233	mpl	4455785	1374	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	1833	b4233.fasta
b4234	yjgA	4457314	552	ribosome-associated UPF0307 family protein	870	b4234.fasta
b4235	pmbA	4457959	1353	putative antibiotic peptide MccB17 maturation peptidase	1642	b4235.fasta
b4237	nrdG	4459900	465	anaerobic ribonucleotide reductase activating protein	694	b4237.fasta
b4238	nrdD	4460522	2139	anaerobic ribonucleoside-triphosphate reductase	2319	b4238.fasta
b4239	treC	4463054	1656	trehalose-6-P hydrolase	2196	b4239.fasta
b4240	treB	4464759	1422	trehalose-specific PTS enzyme: IIB and IIC component	2195	b4240.fasta
b4241	treR	4466299	948	trehalose 6-phosphate-inducible trehalose regulon transcriptional repressor	1411	b4241.fasta
b4702	mgtL	4467431	54	regulatory leader peptide for mgtA	52	b4702.fasta
b4242	mgtA	4467625	2697	magnesium transporter	2655	b4242.fasta
b4244	pyrI	4470986	462	aspartate carbamoyltransferase, regulatory subunit	815	b4244.fasta
b4245	pyrB	4471460	936	aspartate carbamoyltransferase, catalytic subunit	1342	b4245.fasta
b4246	pyrL	4472399	135	pyrBI operon leader peptide	112	b4246.fasta
b4255	rraB	4478473	417	protein inhibitor of RNase E	680	b4255.fasta
b4256	yjgM	4479034	504	GNAT family putative N-acetyltransferase	585	b4256.fasta
b4258	valS	4480982	2856	valyl-tRNA synthetase	3218	b4258.fasta
b4259	holC	4483837	444	DNA polymerase III, chi subunit	633	b4259.fasta
b4260	pepA	4484440	1512	multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor	2001	b4260.fasta
b4261	lptF	4486218	1101	lipopolysaccharide export ABC permease	1500	b4261.fasta
b4262	lptG	4487318	1083	lipopolysaccharide export ABC permease	1552	b4262.fasta
b4322	uxuA	4551636	1185	mannonate hydrolase	1436	b4322.fasta
b4324	uxuR	4554576	774	fructuronate-inducible hexuronate regulon transcriptional repressor; autorepressor	965	b4324.fasta
ECs4518	rph	4559693	717	ribonuclease PH	851	ECs4518.fasta
b4352	yjiA	4587909	957	metal-binding GTPase	1567	b4352.fasta
b4354	yjiY	4589129	2151	putative transporter	2267	b4354.fasta
b4358	lgoD	4595990	1023	L-galactonate oxidoreductase; L-gulonate oxidoreductase	1621	b4358.fasta
b4359	opgB	4597150	2292	OPG periplasmic biosynthetic phosphoglycerol transferases I (membrane-bound) and II (soluble)	2641	b4359.fasta
b4360	yjjA	4599695	495	putative DUF2501 family periplasmic protein	733	b4360.fasta
b4361	dnaC	4600238	738	DNA biosynthesis protein	851	b4361.fasta
b4362	dnaT	4600978	540	DNA biosynthesis protein (primosomal protein I)	852	b4362.fasta
b4363	yjjB	4601624	474	DUF3815 family inner membrane protein	681	b4363.fasta
b4364	yjjP	4602088	771	DUF1212 family inner membrane protein	1020	b4364.fasta
b4366	bglJ	4604160	678	bgl operon transcriptional activator	918	b4366.fasta
b4367	fhuF	4604875	789	ferric iron reductase involved in ferric hydroximate transport	1205	b4367.fasta
b4567	yjjZ	4605804	237	uncharacterized protein	519	b4567.fasta
